"title","description","streetaddress","city","state","zipcode","Year"
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1960
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1961
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1962
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1963
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1964
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1965
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1966
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1967
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1968
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1969
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1970
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1971
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1972
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1973
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1974
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1975
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1976
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1977
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1978
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1979
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1980
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1981
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1982
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1983
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1984
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1985
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1986
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1987
"Peg's Place",NA,"4737 Geary Blvd, San Francisco, California, 94118","San Francisco","California",94118,1988
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1970
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1971
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1972
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1973
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1974
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1975
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1976
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1977
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1978
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1979
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1980
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1981
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1982
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1983
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1984
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1985
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1986
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1987
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1988
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1989
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1990
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1991
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1992
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1993
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1994
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1995
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1996
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1997
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1998
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,1999
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2000
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2001
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2002
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2003
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2004
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2005
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2006
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2007
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2008
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2009
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2010
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2011
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2012
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2013
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2014
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2015
"Phase 1",NA,"525 8th St SE, Washington, DC, 20003","Washington, DC",NA,20003,2016
"Roselle Inn",NA,"1251 North Clark St, Chicago, Illinois, 60610","Chicago","Illinois",60610,1933
"Roselle Inn",NA,"1251 North Clark St, Chicago, Illinois, 60610","Chicago","Illinois",60610,1934
"Roselle Inn",NA,"1251 North Clark St, Chicago, Illinois, 60610","Chicago","Illinois",60610,1935
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1970
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1971
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1972
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1973
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1974
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1975
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1976
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1977
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1978
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1979
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1980
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1981
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1982
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1983
"Scott't Pit",NA,"10 Sanchez St, San Francisco, California, 94114","San Francisco","California",94114,1984
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,1996
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,1997
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,1998
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,1999
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2000
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2001
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2002
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2003
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2004
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2005
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2006
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2007
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2008
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2009
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2010
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2011
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2012
"Sisters",NA,"1320 Chancellor St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2013
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,1993
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,1994
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,1995
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,1996
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,1997
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,1998
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,1999
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2000
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2001
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2002
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2003
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2004
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2005
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2006
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2007
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2008
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2009
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2010
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2011
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2012
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2013
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2014
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2015
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2016
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2017
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2018
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2019
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2020
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2021
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2022
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2023
"Slammers",NA,"202 E Long St, Columbus, Ohio, 43215","Columbus","Ohio",43215,2024
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1989
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1990
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1991
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1992
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1993
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1994
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1995
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1996
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1997
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1998
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,1999
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2000
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2001
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2002
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2003
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2004
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2005
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2006
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2007
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2008
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2009
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2010
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2011
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2012
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2013
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2014
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2015
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2016
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2017
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2018
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2019
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2020
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2021
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2022
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2023
"Sue Ellen's",NA,"3014 Throckmorton St, Dallas, Texas, 75219","Dallas","Texas",75219,2024
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1953
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1954
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1955
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1956
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1957
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1958
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1959
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1960
"Tin Angel",NA,"981 Embarcadero, San Francisco, California","San Francisco","California",NA,1961
"Toasted Walnut",NA,"1316 Walnut St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2015
"Toasted Walnut",NA,"1316 Walnut St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2016
"Toasted Walnut",NA,"1316 Walnut St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2017
"Toasted Walnut",NA,"1316 Walnut St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2018
"Toasted Walnut",NA,"1316 Walnut St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2019
"Toasted Walnut",NA,"1316 Walnut St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2020
"Toasted Walnut",NA,"1316 Walnut St, Philadelphia, Pennsylvania, 19107","Philadelphia","Pennsylvania",19107,2021
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2001
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2002
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2003
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2004
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2005
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2006
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2007
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2008
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2009
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2010
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2011
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2012
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2013
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2014
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2015
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2016
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2017
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2018
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2019
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2020
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2021
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2022
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2023
"Walter's Pint",NA,"818 S 2nd St, Milwaukee, Wisconsin, 53204","Milwaukee","Wisconsin",53204,2024
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1962
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1963
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1964
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1965
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1966
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1967
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1968
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1969
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1970
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1971
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1972
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1973
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1974
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1975
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1976
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1977
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1978
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1979
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1980
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1981
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1982
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1983
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1984
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1985
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1986
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1987
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1988
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1989
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1990
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1991
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1992
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1993
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1994
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1995
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1996
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1997
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1998
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,1999
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2000
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2001
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2002
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2003
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2004
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2005
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2006
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2007
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2008
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2009
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2010
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2011
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2012
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2013
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2014
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2015
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2016
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2017
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2018
"Wild Side West",NA,"424 Cortland Av, San Francisco, California, 94110","San Francisco","California",94110,2019
